ticker,quarter,call_datetime,is_after_hours,day_0_date,lm_positive,lm_negative,lm_uncertainty,lm_net_sentiment,finbert_positive,finbert_negative,finbert_net_sentiment,qa_lm_positive,qa_lm_negative,qa_lm_net_sentiment,qa_lm_uncertainty,eps_surprise_pct,eps_beat,return_1d,return_5d,implied_move,realized_move,lm_net_sentiment_qoq,lm_uncertainty_qoq,finbert_net_sentiment_qoq,qa_lm_net_sentiment_qoq,qa_lm_uncertainty_qoq,label,signal,pnl,baseline_pnl
TSLA,2023-Q2,2023-04-19 16:00:00,True,2023-04-19,0.0069337442218798,0.0115562403697996,0.0177195685670261,-0.0046224961479198,0.0711719766259193,0.0865098685026168,-0.0153378918766975,0.0069337442218798,0.0115562403697996,-0.0046224961479198,0.0177195685670261,-0.0043,1,-0.0974582823059387,-0.1486239375500734,0.0385846222723271,0.0974582823059387,0.0017379278803487,0.0014651516058954,-0.0365988090634345,0.0017379278803486,0.0014651516058954,1,1,0.038873660033611604,0.038873660033611604
TSLA,2023-Q4,2023-10-18 16:00:00,True,2023-10-18,0.0110098709187547,0.0113895216400911,0.0117691723614274,-0.0003796507213363,0.3560601472854614,0.0956000611186027,0.2604600861668587,0.0110098709187547,0.0113895216400911,-0.0003796507213363,0.0117691723614274,-0.0981,0,-0.0930031018073377,-0.1246909321744667,0.0361283834571655,0.0930031018073377,0.0042428454265835,-0.0059503962055987,0.2757979780435561,0.0042428454265835,-0.0059503962055987,1,1,0.0368747183501722,0.0368747183501722
TSLA,2024-Q1,2024-01-24 16:00:00,True,2024-01-24,0.0103276353276353,0.0135327635327635,0.0113960113960113,-0.0032051282051282,0.3367370963096618,0.1321516633033752,0.2045854330062866,0.0103276353276353,0.0135327635327635,-0.0032051282051282,0.0113960113960113,-0.0409999999999999,0,-0.1212529313680481,-0.0988308153969939,0.0260635528410895,0.1212529313680481,-0.0028254774837918,-0.0003731609654161,-0.055874653160572,-0.0028254774837918,-0.000373160965416,1,1,0.0751893785269586,0.0751893785269586
TSLA,2024-Q2,2024-04-23 16:00:00,True,2024-04-23,0.0122610890732059,0.0151460512080778,0.0108186080057699,-0.0028849621348719,0.3553299903869629,0.1774745136499405,0.1778554767370224,0.0122610890732059,0.0151460512080778,-0.0028849621348719,0.0108186080057699,-0.0814,0,0.1206110940725275,0.2667957427259193,0.0366803510080913,0.1206110940725275,0.0003201660702562,-0.0005774033902413,-0.0267299562692641,0.0003201660702562,-0.0005774033902414,1,1,0.0639307430644362,0.0639307430644362
TSLA,2024-Q3,2026-04-22 16:00:00,True,2026-04-22,0.0260153968675338,0.0164587204672152,0.0151314043005043,0.0095566764003185,0.1890549659729004,0.0732743516564369,0.1157806143164634,0.0260153968675338,0.0164587204672152,0.0095566764003185,0.0151314043005043,0.1777,1,-0.0355861995752377,,0.0353270327324158,0.0355861995752377,0.0124416385351904,0.0043127962947343,-0.062074862420559,0.0124416385351905,0.0043127962947344,0,0,0.0,-0.019740833157178107
TSLA,2024-Q4,2024-10-23 16:00:00,True,2024-10-23,0.0167857142857142,0.0075,0.0085714285714285,0.0092857142857142,0.4544484913349151,0.0713721811771392,0.3830763101577759,0.0167857142857142,0.0075,0.0092857142857142,0.0085714285714285,0.2048999999999999,1,0.219190350702904,0.2054762234992355,0.0359784757033603,0.219190350702904,-0.0002709621146043,-0.0065599757290757,0.2672956958413124,-0.0002709621146042,-0.0065599757290758,1,0,0.0,0.1632118749995437
TSLA,2025-Q1,2025-01-29 16:00:00,True,2025-01-29,0.0152737752161383,0.0080691642651296,0.0072046109510086,0.0072046109510086,0.3893898725509643,0.0803302377462387,0.3090596348047256,0.0152737752161383,0.0080691642651296,0.0072046109510086,0.0072046109510086,-0.0483,0,0.0287329542544569,-0.0280904459119269,0.0514034519555149,0.0287329542544569,-0.0020811033347055,-0.0013668176204199,-0.0740166753530502,-0.0020811033347056,-0.0013668176204199,0,0,0.0,-0.02
TSLA,2025-Q2,2025-04-22 16:00:00,True,2025-04-22,0.01707779886148,0.0154965211891208,0.0117014547754585,0.0015812776723592,0.3389452397823334,0.0875461772084236,0.2513990625739097,0.01707779886148,0.0154965211891208,0.0015812776723592,0.0117014547754585,-0.3489,0,0.0536622440095612,0.2271714807802866,0.0820618451440935,0.0536622440095612,-0.0056233332786494,0.0044968438244498,-0.0576605722308158,-0.0056233332786493,0.0044968438244499,0,0,0.0,-0.02
TSLA,2025-Q3,2025-07-23 16:00:00,True,2025-07-23,0.0172467858262778,0.0137974286610222,0.0097209156475384,0.0034493571652555,0.3425811529159546,0.0859800353646278,0.2566011175513267,0.0172467858262778,0.0137974286610222,0.0034493571652555,0.0097209156475384,-0.0097,1,-0.0819702007630127,-0.0406542852806273,0.0404917448413518,0.0819702007630127,0.0018680794928962,-0.00198053912792,0.0052020549774169,0.0018680794928963,-0.0019805391279201,0,0,0.0,0.021478455921660904
TSLA,2025-Q4,2026-01-28 16:00:00,True,2026-01-28,0.0260035344609947,0.0191870739712193,0.018934612471598,0.0068164604897753,0.2283454090356826,0.075433149933815,0.1529122591018676,0.0260035344609947,0.0191870739712193,0.0068164604897753,0.018934612471598,0.1096,1,-0.0345338946636392,-0.0589857279782171,0.030434110150722,0.0345338946636392,0.0033671033245198,0.0092136968240596,-0.1036888584494591,0.0033671033245197,0.0092136968240596,0,0,0.0,-0.0159002154870828
