ticker,quarter,call_datetime,is_after_hours,day_0_date,lm_positive,lm_negative,lm_uncertainty,lm_net_sentiment,finbert_positive,finbert_negative,finbert_net_sentiment,qa_lm_positive,qa_lm_negative,qa_lm_net_sentiment,qa_lm_uncertainty,eps_surprise_pct,eps_beat,return_1d,return_5d,implied_move,realized_move,lm_net_sentiment_qoq,lm_uncertainty_qoq,finbert_net_sentiment_qoq,qa_lm_net_sentiment_qoq,qa_lm_uncertainty_qoq,label
TSLA,2023-Q2,2023-04-19 16:00:00,True,2023-04-19,0.0069337442218798,0.0115562403697996,0.0177195685670261,-0.0046224961479198,0.0711719766259193,0.0865098685026168,-0.0153378918766975,0.006933744221879815,0.011556240369799691,-0.004622496147919876,0.017719568567026195,-0.0043,1,-0.09745828230593874,-0.14862393755007344,0.03858462227232716,0.09745828230593874,0.0017379278803487004,0.0014651516058954012,-0.036598809063434504,0.0017379278803486753,0.0014651516058954532,1
TSLA,2023-Q4,2023-10-18 16:00:00,True,2023-10-18,0.0110098709187547,0.0113895216400911,0.0117691723614274,-0.0003796507213363,0.3560601472854614,0.0956000611186027,0.2604600861668587,0.011009870918754746,0.011389521640091117,-0.0003796507213363713,0.011769172361427487,-0.0981,0,-0.09300310180733773,-0.12469093217446679,0.03612838345716554,0.09300310180733773,0.0042428454265835,-0.005950396205598701,0.27579797804355616,0.004242845426583505,-0.005950396205598708,1
TSLA,2024-Q1,2024-01-24 16:00:00,True,2024-01-24,0.0103276353276353,0.0135327635327635,0.0113960113960113,-0.0032051282051282,0.3367370963096618,0.1321516633033752,0.2045854330062866,0.010327635327635327,0.013532763532763533,-0.003205128205128206,0.011396011396011397,-0.0409999999999999,0,-0.12125293136804811,-0.09883081539699393,0.026063552841089535,0.12125293136804811,-0.0028254774837918996,-0.00037316096541610035,-0.05587465316057208,-0.0028254774837918346,-0.00037316096541608994,1
TSLA,2024-Q2,2024-04-23 16:00:00,True,2024-04-23,0.0122610890732059,0.0151460512080778,0.0108186080057699,-0.0028849621348719,0.3553299903869629,0.1774745136499405,0.1778554767370224,0.012261089073205915,0.015146051208077894,-0.0028849621348719795,0.010818608005769925,-0.0814,0,0.12061109407252756,0.2667957427259193,0.03668035100809132,0.12061109407252756,0.0003201660702562997,-0.0005774033902413989,-0.026729956269264193,0.0003201660702562264,-0.0005774033902414717,1
TSLA,2024-Q3,2026-04-22 16:00:00,True,2026-04-22,0.0260153968675338,0.0164587204672152,0.0151314043005043,0.0095566764003185,0.1890549659729004,0.0732743516564369,0.1157806143164634,0.026015396867533847,0.01645872046721529,0.009556676400318556,0.01513140430050438,0.1777,1,-0.03558619957523779,,0.03532703273241583,0.03558619957523779,0.0124416385351904,0.004312796294734399,-0.062074862420559,0.012441638535190536,0.0043127962947344545,0
TSLA,2024-Q4,2024-10-23 16:00:00,True,2024-10-23,0.0167857142857142,0.0075,0.0085714285714285,0.0092857142857142,0.4544484913349151,0.0713721811771392,0.3830763101577759,0.016785714285714286,0.0075,0.009285714285714286,0.008571428571428572,0.2048999999999999,1,0.21919035070290402,0.20547622349923558,0.03597847570336031,0.21919035070290402,-0.00027096211460430134,-0.006559975729075799,0.26729569584131246,-0.0002709621146042701,-0.0065599757290758075,1
TSLA,2025-Q1,2025-01-29 16:00:00,True,2025-01-29,0.0152737752161383,0.0080691642651296,0.0072046109510086,0.0072046109510086,0.3893898725509643,0.0803302377462387,0.3090596348047256,0.01527377521613833,0.008069164265129682,0.007204610951008647,0.007204610951008645,-0.0483,0,0.028732954254456988,-0.028090445911926946,0.05140345195551493,0.028732954254456988,-0.002081103334705599,-0.0013668176204199006,-0.07401667535305029,-0.002081103334705639,-0.0013668176204199266,0
TSLA,2025-Q2,2025-04-22 16:00:00,True,2025-04-22,0.01707779886148,0.0154965211891208,0.0117014547754585,0.0015812776723592,0.3389452397823334,0.0875461772084236,0.2513990625739097,0.017077798861480076,0.01549652118912081,0.0015812776723592662,0.01170145477545857,-0.3489,0,0.05366224400956127,0.22717148078028665,0.08206184514409356,0.05366224400956127,-0.0056233332786494,0.004496843824449899,-0.05766057223081589,-0.005623333278649381,0.004496843824449925,0
TSLA,2025-Q3,2025-07-23 16:00:00,True,2025-07-23,0.0172467858262778,0.0137974286610222,0.0097209156475384,0.0034493571652555,0.3425811529159546,0.0859800353646278,0.2566011175513267,0.01724678582627783,0.013797428661022263,0.003449357165255568,0.009720915647538414,-0.0097,1,-0.08197020076301272,-0.040654285280627395,0.04049174484135186,0.08197020076301272,0.0018680794928962999,-0.0019805391279200998,0.005202054977416992,0.0018680794928963018,-0.001980539127920157,0
TSLA,2025-Q4,2026-01-28 16:00:00,True,2026-01-28,0.0260035344609947,0.0191870739712193,0.018934612471598,0.0068164604897753,0.2283454090356826,0.075433149933815,0.1529122591018676,0.0260035344609947,0.01918707397121939,0.0068164604897753105,0.01893461247159808,0.1096,1,-0.034533894663639285,-0.05898572797821713,0.03043411015072208,0.034533894663639285,0.0033671033245198,0.0092136968240596,-0.1036888584494591,0.0033671033245197424,0.009213696824059666,0
