Date,Close,High,Low,Open,Volume
2020-12-01,25.126564025878906,25.433092671064585,25.109047721480472,25.170353116428263,50255100
2020-12-02,25.450607299804688,25.55570345572704,24.986436926468336,25.126564020733657,45257500
2020-12-03,25.47703742980957,25.644476058084177,25.230285855555287,25.503475638755322,54013700
2020-12-04,25.81191635131836,25.935291305974825,25.556352024264026,25.732603400222718,66188200
2020-12-07,25.63566780090332,25.688542547175665,25.28316669099123,25.468229143373375,42197800
2020-12-08,25.49466323852539,25.68853839744394,25.35366281733779,25.432975764363015,33869100
2020-12-09,25.380107879638672,25.77667274810666,25.336045863523637,25.77667274810666,54886300
2020-12-10,25.653291702270508,25.67091549604113,25.08928828016618,25.23028871547782,58859600
2020-12-11,25.177413940429688,25.33603985016798,24.939475075822244,25.27435236990482,40538400
2020-12-14,24.868980407714844,25.521107985937082,24.798480174416714,25.485858709717093,40267100
2020-12-15,25.23910140991211,25.39772731958265,24.895413059531123,24.98353875166562,43672700
2020-12-16,25.309600830078125,25.397726519436254,25.062850916904633,25.380101045393086,42463200
2020-12-17,25.40654182434082,25.48585478469366,25.142166410403277,25.30079065025107,43182700
2020-12-18,25.265539169311523,25.64447846210273,25.17741347875533,25.45941434384895,82817200
2020-12-21,26.208477020263672,26.428790379560635,25.31841084700104,25.64447535833786,93397400
2020-12-22,25.741416931152344,26.24373289667238,25.706167661086187,26.24373289667238,39054300
2020-12-23,26.481674194335938,26.746051324647937,25.847172107131748,25.9000468608509,52537200
2020-12-24,26.40235710144043,26.675546928198745,26.208481914165564,26.675546928198745,22632300
2020-12-28,26.55217170715332,26.92229830700055,26.428796734156894,26.640297408232748,32861200
2020-12-29,26.44641876220703,26.657919408705403,26.375918546707574,26.587419193205946,33291900
2020-12-30,26.419986724853516,26.631487420775034,26.384737449295653,26.437612203061505,26370100
2020-12-31,26.710796356201172,26.78129657752335,26.349482511817772,26.44642094645747,28716000
2021-01-04,26.46405029296875,26.939926436286644,26.21729864181918,26.84298798746751,51483900
2021-01-05,26.666736602783203,26.913488238701817,26.358297478099438,26.587423636982862,48507000
2021-01-06,28.332305908203125,28.7464928335848,27.636114724869447,28.111990817053467,107002800
2021-01-07,28.9580020904541,29.62775353826044,28.940376610022795,29.35456699586684,74358500
2021-01-08,28.66718101501465,29.081371318635238,28.297056084582966,29.01086941090578,44641400
2021-01-11,29.143051147460938,29.195927564360684,28.11198454992165,28.279423175055737,51868200
2021-01-12,29.663000106811523,29.93618997046953,29.257624202066985,29.451497734670458,68166200
2021-01-13,29.486743927001953,29.680620790002564,29.160681044268248,29.460307395398456,43172800
2021-01-14,29.95380973815918,30.288683667780543,29.451492120296102,29.50436854368051,48483500
2021-01-15,29.090181350708008,29.636561031201452,28.81699487217716,29.336934657346163,57684300
2021-01-19,28.878684997558594,29.610123841872245,28.376370642795337,28.640746088189232,78130200
2021-01-20,28.499744415283203,28.896309247378007,28.341118482445285,28.869869350760997,53920000
2021-01-21,27.99742317199707,28.62311232948192,27.962172226351814,28.499737381438734,49626600
2021-01-22,27.803546905517578,27.979798275660066,27.539171531161482,27.636109952825617,45314500
2021-01-25,27.45986557006836,27.583240552047283,26.939925744788518,27.556804016399262,48078400
2021-01-26,27.2659854888916,27.697799529559166,27.23954727710706,27.671361317774625,36373000
2021-01-27,26.287797927856445,26.816550486524015,26.1467974696595,26.71079930244728,63809200
2021-01-28,26.7196102142334,27.09854955004941,26.367109092843368,26.80773591479539,51223300
2021-01-29,26.12917137145996,26.878237338373108,26.076296621106682,26.790111633878972,64019100
